Year,Category,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2018,Financial Assistance Grants / IAG Management,27202.6,25248.0,18564.0,6684.0,,
2018,Workforce Reshaping,0.0,0.0,46719.0,46719.0,,
2018,"Subtotal, Operations and Administration",473297.6,481834.0,496483.0,14649.0,,
2018,Pesticides Licensing,,,,,,
2018,Science Policy and Biotechnology,1362.5,1172.0,0.0,1172.0,,
2018,Pesticides: Protect Human Health from Pesticide Risk,57708.1,57699.0,48568.0,9131.0,,
2018,Pesticides: Protect the Environment from Pesticide Risk,39651.4,37222.0,31930.0,5292.0,,
2018,Pesticides: Realize the Value of Pesticide Availability,7727.5,6074.0,5028.0,1046.0,,
2018,"Subtotal, Pesticides Licensing",106449.5,102167.0,85526.0,16641.0,,
2018,Resource Conservation and Recovery Act (RCRA),,,,,,
2018,RCRA:  Corrective Action,37967.0,36860.0,31947.0,4913.0,,
2018,RCRA:  Waste Management,57022.8,58986.0,41146.0,17840.0,,
2018,RCRA:  Waste Minimization & Recycling,8510.8,8832.0,0.0,8832.0,,
2018,"Subtotal, Resource Conservation and Recovery Act",,,,,,
2018,(RCRA),103500.6,104678.0,73093.0,31585.0,,
2018,Toxics Risk Review and Prevention,,,,,,
2018,Endocrine Disruptors,6035.4,7539.0,0.0,7539.0,,
2018,Pollution Prevention Program,11982.4,13115.0,0.0,13115.0,,
2018,Toxic Substances:  Chemical Risk Review and,,,,,,
2018,Reduction,56030.4,58443.0,65036.0,6593.0,,
2018,Toxic Substances:  Lead Risk Reduction Program,13051.2,13250.0,0.0,13250.0,,
2018,"Subtotal, Toxics Risk Review and Prevention",87099.4,92347.0,65036.0,27311.0,,
2018,Underground Storage Tanks (LUST / UST),,,,,,
2018,LUST / UST,11083.4,11273.0,5612.0,5661.0,,
2018,Water: Ecosystems,,,,,,
2018,National Estuary Program / Coastal Waterways,25862.3,26672.0,0.0,26672.0,,
2018,Wetlands,21065.5,21025.0,18115.0,2910.0,,
2018,"Subtotal, Water: Ecosystems",46927.8,47697.0,18115.0,29582.0,,
2018,,,,,,,
2018,,,,,,,
2018,,,,,,,
2018,Beach / Fish Programs,1779.8,1978.0,0.0,1978.0,,
2018,Drinking Water Programs,96372.2,96341.0,80044.0,16297.0,,
2018,"Subtotal, Water: Human Health Protection",98152.0,98319.0,80044.0,18275.0,,
2018,Water Quality Protection,,,,,,
2018,Marine Pollution,10757.8,10142.0,0.0,10142.0,,
2018,Surface Water Protection,202080.5,199875.0,174975.0,24900.0,,
2018,"Subtotal, Water Quality Protection",212838.3,210017.0,174975.0,35042.0,,
2018,Congressional Priorities,,,,,,
2018,Water Quality Research and Support Grants,12678.0,12676.0,0.0,12676.0,,
2018,"Total, Environmental Program & Management",2650794.7,2630269.0,1717484.0,912785.0,,
2018,,,,,,,
2018,,,,,,,
2018,,,,,,,
2018,,,,,,,
2018,Forensics Support,1739.3,1087.0,708.0,379.0,,
2018,Superfund: Enforcement,154117.5,150342.0,94418.0,55924.0,,
2018,Superfund: Federal Facilities Enforcement,6217.9,6976.0,0.0,6976.0,,
2018,"Subtotal, Enforcement",169640.1,166059.0,99287.0,66772.0,,
2018,Homeland Security,,,,,,
2018,"Homeland Security: Preparedness, Response, and",,,,,,
2018,Recovery,36411.9,35209.0,16457.0,18752.0,,
2018,Homeland Security: Protection of EPA Personnel and,,,,,,
2018,Infrastructure,833.6,1084.0,542.0,542.0,,
2018,"Subtotal, Homeland Security",37245.5,36293.0,16999.0,19294.0,,
2018,Information Exchange / Outreach,,,,,,
2018,Exchange Network,1291.4,1325.0,838.0,487.0,,
2018,IT / Data Management / Security,,,,,,
2018,Information Security,6008.0,6071.0,3186.0,2885.0,,
2018,IT / Data Management,14968.1,13776.0,8213.0,5563.0,,
2018,"Subtotal, IT / Data Management / Security",20976.1,19847.0,11399.0,8448.0,,
2018,Legal / Science / Regulatory / Economic Review,,,,,,
2018,Alternative Dispute Resolution,486.5,674.0,0.0,674.0,,
2018,Legal Advice: Environmental Program,652.4,577.0,349.0,228.0,,
2018,"Subtotal, Legal / Science / Regulatory / Economic Review",1138.9,1251.0,349.0,902.0,,
2018,Operations and Administration,,,,,,
2018,"Central Planning, Budgeting, and Finance",21331.2,22084.0,12226.0,9858.0,,
2018,Facilities Infrastructure and Operations,69168.0,74137.0,59072.0,15065.0,,
2018,Acquisition Management,22129.0,22418.0,14036.0,8382.0,,
2018,Human Resources Management,4908.5,6333.0,4580.0,1753.0,,
2018,Financial Assistance Grants / IAG Management,2845.0,2889.0,1591.0,1298.0,,
2018,Workforce Reshaping,0.0,0.0,10437.0,10437.0,,
2018,"Subtotal, Operations and Administration",120381.7,127861.0,101942.0,25919.0,,
2018,Research: Sustainable Communities,,,,,,
2018,Research: Sustainable and Healthy Communities,13622.3,14005.0,5655.0,8350.0,,
2018,Research:  Chemical Safety and Sustainability,,,,,,
2018,Human Health Risk Assessment,2751.4,2838.0,5305.0,2467.0,,
2018,Superfund Cleanup,,,,,,
2018,,37.0,,,,,
2018,,,,,,,
2018,,,,,,,
2018,,,,,,,
2018,Superfund:  Emergency Response and Removal,210668.5,180961.0,147212.0,33749.0,,
2018,Superfund:  EPA Emergency Preparedness,8148.1,7622.0,7216.0,406.0,,
2018,Superfund:  Federal Facilities,21799.4,21085.0,19553.0,1532.0,,
2018,Superfund: Remedial,539387.1,500048.0,341803.0,158245.0,,
2018,"Subtotal, Superfund Cleanup",780003.1,709716.0,515784.0,193932.0,,
2018,"Total, Hazardous Substance Superfund",1159064.2,1092089.0,762063.0,330026.0,,
2018,,,,,,,
2018,,,,,,,
2018,,,,,,,
2018,,,,,,,
2018,Research: Sustainable Communities,,,,,,
2018,Research: Sustainable and Healthy Communities,862.0,663.0,503.0,160.0,,
2018,"Total, Inland Oil Spill Programs",18682.8,18175.0,15717.0,2458.0,,
2018,State and Tribal Assistance Grants,,,,,,
2018,State and Tribal Assistance Grants (STAG),,,,,,
2018,Infrastructure Assistance:  Alaska Native Villages,19499.9,19962.0,0.0,19962.0,,
2018,Brownfields Projects,88874.4,79848.0,69000.0,10848.0,,
2018,Infrastructure Assistance:  Clean Water SRF,1350884.4,1391237.0,1393887.0,2650.0,,
2018,Infrastructure Assistance:  Drinking Water SRF,853752.7,861592.0,863233.0,1641.0,,
2018,Infrastructure Assistance: Lead Infrastructure1,0.0,100000.0,0.0,100000.0,,
2018,Infrastructure Assistance:  Mexico Border,10345.6,9981.0,0.0,9981.0,,
2018,Diesel Emissions Reduction Grant Program,53750.5,49905.0,10000.0,39905.0,,
2018,Targeted Airshed Grants,9934.4,19962.0,0.0,19962.0,,
2018,"Subtotal, State and Tribal Assistance Grants (STAG)",2387041.9,2532487.0,2336120.0,196367.0,,
2018,Categorical Grants,,,,,,
2018,Categorical Grant:  Nonpoint Source (Sec. 319),166177.0,164601.0,0.0,164601.0,,
2018,Categorical Grant: Public Water System Supervision,,,,,,
2018,(PWSS),100104.1,101769.0,71238.0,30531.0,,
2018,Categorical Grant:  State and Local Air Quality,,,,,,
2018,Management,227533.6,227785.0,159450.0,68335.0,,
2018,Categorical Grant: Radon,8114.2,8036.0,0.0,8036.0,,
2018,Categorical Grant:  Pollution Control (Sec. 106),,,,,,
2018,Monitoring Grants,18838.3,0.0,12470.0,12470.0,,
2018,Categorical Grant:  Pollution Control (Sec.,,,,,,
2018,106) (other activities),214316.1,230367.0,148787.0,81580.0,,
2018,"Subtotal, Categorical Grant:  Pollution Control (Sec.",,,,,,
2018,106),233154.4,230367.0,161257.0,69110.0,,
2018,Categorical Grant:  Wetlands Program Development,13562.2,14633.0,10243.0,4390.0,,
2018,Categorical Grant:  Underground Injection Control,,,,,,
2018,(UIC),10053.6,10486.0,7340.0,3146.0,,
2018,Categorical Grant:  Pesticides Program Implementation,12841.3,12677.0,8874.0,3803.0,,
2018,Categorical Grant: Lead,14694.6,14022.0,0.0,14022.0,,
2018,Categorical Grant:  Hazardous Waste Financial,,,,,,
2018,Assistance,98994.1,99503.0,69652.0,29851.0,,
2018,Categorical Grant:  Pesticides Enforcement,17845.0,18016.0,11050.0,6966.0,,
2018,Categorical Grant:  Pollution Prevention,5417.7,4756.0,0.0,4756.0,,
2018,Categorical Grant:  Toxics Substances Compliance,5220.0,4910.0,3437.0,1473.0,,
2018,,,,,,,
2018,,,,,,,
2018,,39.0,,,,,
2018,,,,,,,
2018,,,,,,,
2018,,,,,,,
2018,Categorical Grant:  Tribal General Assistance Program,67888.7,65352.0,45746.0,19606.0,,
2018,Categorical Grant:  Underground Storage Tanks,1495.4,1495.0,0.0,1495.0,,
2018,Categorical Grant:  Tribal Air Quality Management,13104.5,12805.0,8963.0,3842.0,,
2018,Categorical Grant:  Environmental Information,9696.4,9628.0,6739.0,2889.0,,
2018,Categorical Grant:  Beaches Protection,9487.0,9531.0,0.0,9531.0,,
2018,Categorical Grant: Brownfields,48465.8,47654.0,33358.0,14296.0,,
2018,Categorical Grant:  Multipurpose Grants,20642.7,20960.0,0.0,20960.0,,
2018,"Subtotal, Categorical Grants",1084492.3,1078986.0,597347.0,481639.0,,
2018,Congressional Priorities,,,,,,
2018,Congressionally Mandated Projects,13302.0,0.0,0.0,0.0,,
2018,"Total, State and Tribal Assistance Grants",3484836.2,3611473.0,2933467.0,678006.0,,
2017,Science & Technology,,,,,,
2017,Clean Air and Climate,,,,,,
2017,Clean Air Allowance Trading Programs,7808.0,7808.0,0.0,,8593.0,
2017,Climate Protection Program,8018.0,8127.0,109.0,,7353.0,
2017,Federal Support for Air Quality Management,7467.0,8624.0,1157.0,,7530.8,
2017,Federal Vehicle and Fuels Standards and Certification,93247.0,103595.0,10348.0,,107606.3,
2017,"Subtotal, Clean Air and Climate",116540.0,128154.0,11614.0,,131083.1,
2017,Indoor Air and Radiation,,,,,,
2017,Indoor Air:  Radon Program,172.0,0.0,172.0,,183.3,
2017,Radiation:  Protection,1835.0,3062.0,1227.0,,2129.4,
2017,Radiation:  Response Preparedness,3781.0,4034.0,253.0,,3788.3,
2017,Reduce Risks from Indoor Air,209.0,414.0,205.0,,309.9,
2017,"Subtotal, Indoor Air and Radiation",5997.0,7510.0,1513.0,,6410.9,
2017,Enforcement,,,,,,
2017,Forensics Support,13669.0,14608.0,939.0,,14151.1,
2017,Homeland Security,,,,,,
2017,Homeland Security:  Critical Infrastructure Protection,10517.0,10904.0,387.0,,10786.3,
2017,"Homeland Security:  Preparedness, Response, and",,,,,,
2017,Recovery,26054.0,25696.0,358.0,,27005.7,
2017,Homeland Security:  Protection of EPA Personnel and,,,,,,
2017,Infrastructure,552.0,605.0,53.0,,541.0,
2017,"Subtotal, Homeland Security",37123.0,37205.0,82.0,,38333.0,
2017,IT / Data Management / Security,,,,,,
2017,Information Security,0.0,0.0,0.0,,100.0,
2017,IT / Data Management,3089.0,3092.0,3.0,,3171.0,
2017,"Subtotal, IT / Data Management / Security",3089.0,3092.0,3.0,,3271.0,
2017,Operations and Administration,,,,,,
2017,Facilities Infrastructure and Operations,68339.0,78447.0,10108.0,,67222.2,
2017,Pesticides Licensing,,,,,,
2017,Pesticides: Protect Human Health from Pesticide Risk,3128.0,2887.0,241.0,,2880.9,
2017,,,,,,,
2017,,,,,,,
2017,Pesticides: Protect the Environment from Pesticide Risk,2328.0,1854.0,474.0,,1900.2,
2017,Pesticides: Realize the Value of Pesticide Availability,571.0,548.0,23.0,,552.4,
2017,"Subtotal, Pesticides Licensing",6027.0,5289.0,738.0,,5333.5,
2017,"Research:  Air, Climate and Energy",,,,,,
2017,"Research: Air, Climate and Energy",91906.0,101151.0,9245.0,,84453.4,
2017,Research:  Safe and Sustainable Water Resources,,,,,,
2017,Research: Safe and Sustainable Water Resources,107434.0,106257.0,1177.0,,102249.4,
2017,Research:  Sustainable Communities,,,,,,
2017,Research: Sustainable and Healthy Communities,139975.0,134327.0,5648.0,,138347.5,
2017,Research:  Chemical Safety and Sustainability,,,,,,
2017,Human Health Risk Assessment,37602.0,39259.0,1657.0,,39071.5,
2017,Research: Chemical Safety and Sustainability,,,,,,
2017,Endocrine Disruptors,16253.0,15381.0,872.0,,17772.9,
2017,Computational Toxicology,21409.0,25744.0,4335.0,,20268.7,
2017,Research: Chemical Safety and Sustainability,,,,,,
2017,(other activities),51666.0,53837.0,2171.0,,53017.8,
2017,"Subtotal, Research: Chemical Safety and",,,,,,
2017,Sustainability,89328.0,94962.0,5634.0,,91059.4,
2017,"Subtotal, Research:  Chemical Safety and Sustainability",126930.0,134221.0,7291.0,,130130.9,
2017,Water: Human Health Protection,,,,,,
2017,Drinking Water Programs,3519.0,3923.0,404.0,,3487.4,
2017,Congressional Priorities,,,,,,
2017,Water Quality Research and Support Grants,14100.0,0.0,14100.0,,4119.0,
2017,"Total, Science & Technology",734648.0,754184.0,19536.0,,728592.4,
2017,,,,,,,
2017,,,,,,,
2017,Indoor Air:  Radon Program,2910.0,3413.0,503.0,,2946.8,
2017,Radiation:  Protection,8443.0,8975.0,532.0,,8167.4,
2017,Radiation:  Response Preparedness,2550.0,3333.0,783.0,,2535.7,
2017,Reduce Risks from Indoor Air,13733.0,14187.0,454.0,,16607.2,
2017,"Subtotal, Indoor Air and Radiation",27636.0,29908.0,2272.0,,30257.1,
2017,Brownfields,,,,,,
2017,Brownfields,25593.0,25906.0,313.0,,25055.0,
2017,Compliance,,,,,,
2017,Compliance Monitoring,101665.0,111270.0,9605.0,,103440.4,
2017,Enforcement,,,,,,
2017,Civil Enforcement,171377.0,182497.0,11120.0,,169963.4,
2017,Criminal Enforcement,46313.0,52572.0,6259.0,,47853.0,
2017,Environmental Justice,6737.0,15291.0,8554.0,,7123.5,
2017,NEPA Implementation,16210.0,17758.0,1548.0,,15586.2,
2017,"Subtotal, Enforcement",240637.0,268118.0,27481.0,,240526.1,
2017,Geographic Programs,,,,,,
2017,Geographic Program:  Chesapeake Bay,73000.0,70000.0,3000.0,,86722.6,
2017,Geographic Program:  Gulf of Mexico,4482.0,3983.0,499.0,,2799.2,
2017,Geographic Program:  Lake Champlain,4399.0,1399.0,3000.0,,4396.0,
2017,Geographic Program:  Long Island Sound,3940.0,2893.0,1047.0,,3938.3,
2017,Geographic Program:  Other,,,,,,
2017,Lake Pontchartrain,948.0,948.0,0.0,,948.0,
2017,S.New England Estuary (SNEE),5000.0,5000.0,0.0,,4989.8,
2017,Geographic Program:  Other (other activities),1445.0,965.0,480.0,,1357.4,
2017,"Subtotal, Geographic Program:  Other",7393.0,6913.0,480.0,,7295.2,
2017,Great Lakes Restoration,300000.0,250000.0,50000.0,,289507.2,
2017,Geographic Program: South Florida,1704.0,1339.0,365.0,,1707.8,
2017,Geographic Program: San Francisco Bay,4819.0,4040.0,779.0,,9277.4,
2017,Geographic Program: Puget Sound,28000.0,30034.0,2034.0,,27904.0,
2017,"Subtotal, Geographic Programs",427737.0,370601.0,57136.0,,433547.7,
2017,Homeland Security,,,,,,
2017,Homeland Security:  Communication and Information,3877.0,4106.0,229.0,,3291.5,
2017,Homeland Security:  Critical Infrastructure Protection,972.0,1020.0,48.0,,1147.3,
2017,Homeland Security:  Protection of EPA Personnel and,,,,,,
2017,Infrastructure,5346.0,6392.0,1046.0,,5610.7,
2017,"Subtotal, Homeland Security",10195.0,11518.0,1323.0,,10049.5,
2017,,,,,,,
2017,,,,,,,
2017,Information Exchange / Outreach,,,,,,
2017,State and Local Prevention and Preparedness,15318.0,23735.0,8417.0,,17942.3,
2017,TRI / Right to Know,13882.0,14834.0,952.0,,14639.3,
2017,Tribal - Capacity Building,14385.0,15502.0,1117.0,,13871.6,
2017,Executive Management and Operations,47019.0,49537.0,2518.0,,46780.2,
2017,Environmental Education,8702.0,11157.0,2455.0,,9578.7,
2017,Exchange Network,17016.0,25466.0,8450.0,,18395.0,
2017,Small Minority Business Assistance,1670.0,2015.0,345.0,,1686.6,
2017,Small Business Ombudsman,1999.0,2357.0,358.0,,1876.4,
2017,Children and Other Sensitive Populations: Agency,,,,,,
2017,Coordination,6548.0,7842.0,1294.0,,6194.2,
2017,"Subtotal, Information Exchange / Outreach",126539.0,152445.0,25906.0,,130964.3,
2017,International Programs,,,,,,
2017,US Mexico Border,3063.0,4760.0,1697.0,,3503.6,
2017,International Sources of Pollution,6430.0,7329.0,899.0,,6364.8,
2017,Trade and Governance,5907.0,6010.0,103.0,,5715.1,
2017,"Subtotal, International Programs",15400.0,18099.0,2699.0,,15583.5,
2017,IT / Data Management / Security,,,,,,
2017,Information Security,28186.0,21138.0,7048.0,,6981.9,
2017,IT / Data Management,83950.0,105836.0,21886.0,,82204.2,
2017,"Subtotal, IT / Data Management / Security",112136.0,126974.0,14838.0,,89186.1,
2017,Legal / Science / Regulatory / Economic Review,,,,,,
2017,Integrated Environmental Strategies,11491.0,27407.0,15916.0,,12835.1,
2017,Administrative Law,4774.0,4710.0,64.0,,4507.4,
2017,Alternative Dispute Resolution,1045.0,1255.0,210.0,,1272.5,
2017,Civil Rights Program,10071.0,12338.0,2267.0,,10113.3,
2017,Legal Advice: Environmental Program,48565.0,53021.0,4456.0,,45980.5,
2017,Legal Advice: Support Program,15480.0,19327.0,3847.0,,15046.8,
2017,Regional Science and Technology,1532.0,2995.0,1463.0,,2262.1,
2017,Science Advisory Board,3882.0,5556.0,1674.0,,4248.0,
2017,Regulatory/Economic-Management and Analysis,14574.0,19074.0,4500.0,,14916.4,
2017,"Subtotal, Legal / Science / Regulatory / Economic Review",111414.0,145683.0,34269.0,,111182.1,
2017,Operations and Administration,,,,,,
2017,"Central Planning, Budgeting, and Finance",72184.0,76674.0,4490.0,,74705.6,
2017,Facilities Infrastructure and Operations,311540.0,329281.0,17741.0,,313026.1,
2017,Acquisition Management,30464.0,35298.0,4834.0,,31443.4,
2017,,,,,,,
2017,,,,,,,
2017,Human Resources Management,43267.0,50630.0,7363.0,,44408.6,
2017,Financial Assistance Grants / IAG Management,25296.0,28433.0,3137.0,,26333.8,
2017,"Subtotal, Operations and Administration",482751.0,520316.0,37565.0,,489917.5,
2017,Pesticides Licensing,,,,,,
2017,Science Policy and Biotechnology,1174.0,1444.0,270.0,,1326.0,
2017,Pesticides: Protect Human Health from Pesticide Risk,57809.0,60372.0,2563.0,,55204.4,
2017,Pesticides: Protect the Environment from Pesticide Risk,37293.0,42235.0,4942.0,,34816.4,
2017,Pesticides: Realize the Value of Pesticide Availability,6086.0,6845.0,759.0,,8642.4,
2017,"Subtotal, Pesticides Licensing",102362.0,110896.0,8534.0,,99989.2,
2017,Resource Conservation and Recovery Act (RCRA),,,,,,
2017,RCRA:  Corrective Action,36930.0,37057.0,127.0,,36018.5,
2017,RCRA:  Waste Management,,,,,,
2017,eManifest,0.0,0.0,0.0,,11.7,
2017,RCRA:  Waste Management (other activities),59098.0,62842.0,3744.0,,58367.4,
2017,"Subtotal, RCRA:  Waste Management",59098.0,62842.0,3744.0,,58355.7,
2017,RCRA:  Waste Minimization & Recycling,8849.0,10809.0,1960.0,,8066.8,
2017,"Subtotal, Resource Conservation and Recovery Act",,,,,,
2017,(RCRA),104877.0,110708.0,5831.0,,102441.0,
2017,Toxics Risk Review and Prevention,,,,,,
2017,Endocrine Disruptors,7553.0,4329.0,3224.0,,11502.9,
2017,Pollution Prevention Program,13140.0,13930.0,790.0,,12960.5,
2017,Toxic Substances:  Chemical Risk Management,0.0,0.0,0.0,,1.6,
2017,Toxic Substances:  Chemical Risk Review and,,,,,,
2017,Reduction,58554.0,67186.0,8632.0,,58721.1,
2017,Toxic Substances:  Lead Risk Reduction Program,13275.0,13598.0,323.0,,14140.8,
2017,"Subtotal, Toxics Risk Review and Prevention",92522.0,99043.0,6521.0,,97323.7,
2017,Underground Storage Tanks (LUST / UST),,,,,,
2017,LUST / UST,11295.0,11612.0,317.0,,12036.0,
2017,Water:  Ecosystems,,,,,,
2017,National Estuary Program / Coastal Waterways,26723.0,27191.0,468.0,,27528.5,
2017,Wetlands,21065.0,23668.0,2603.0,,20920.3,
2017,"Subtotal, Water:  Ecosystems",47788.0,50859.0,3071.0,,48448.8,
2017,Water: Human Health Protection,,,,,,
2017,Beach / Fish Programs,1982.0,775.0,1207.0,,2412.4,
2017,Drinking Water Programs,96525.0,108662.0,12137.0,,97916.7,
2017,,,,,,,
2017,,,,,,,
2017,"Subtotal, Water: Human Health Protection",98507.0,109437.0,10930.0,,100329.1,
2017,Water Quality Protection,,,,,,
2017,Marine Pollution,10161.0,10313.0,152.0,,10363.5,
2017,Surface Water Protection,200256.0,228213.0,27957.0,,199425.7,
2017,"Subtotal, Water Quality Protection",210417.0,238526.0,28109.0,,209789.2,
2017,Congressional Priorities,,,,,,
2017,Water Quality Research and Support Grants,12700.0,0.0,12700.0,,12700.0,
2017,"Total, Environmental Program & Management",2635279.0,2852893.0,217614.0,,2631415.9,
2017,,,,,,,
2017,,,,,,,
2017,,,,,,,
2017,Superfund: Federal Facilities Enforcement,6730.0,6989.0,7452.0,,,463.0
2017,"Subtotal, Enforcement",171642.3,166375.0,175657.0,,,9282.0
2017,Homeland Security,,,,,,
2017,"Homeland Security:  Preparedness, Response, and",,,,,,
2017,Recovery,39405.1,35276.0,31503.0,,,3773.0
2017,Homeland Security:  Protection of EPA Personnel and,,,,,,
2017,Infrastructure,1351.7,1086.0,1113.0,,,27.0
2017,"Subtotal, Homeland Security",40756.8,36362.0,32616.0,,,3746.0
2017,Information Exchange / Outreach,,,,,,
2017,Exchange Network,1321.1,1328.0,1366.0,,,38.0
2017,IT / Data Management / Security,,,,,,
2017,Information Security,541.5,6083.0,4704.0,,,1379.0
2017,IT / Data Management,13865.7,13802.0,15437.0,,,1635.0
2017,"Subtotal, IT / Data Management / Security",14407.2,19885.0,20141.0,,,256.0
2017,Legal / Science / Regulatory / Economic Review,,,,,,
2017,Alternative Dispute Resolution,748.8,675.0,767.0,,,92.0
2017,Legal Advice: Environmental Program,735.5,578.0,511.0,,,67.0
2017,"Subtotal, Legal / Science / Regulatory / Economic Review",1484.3,1253.0,1278.0,,,25.0
2017,Operations and Administration,,,,,,
2017,"Central Planning, Budgeting, and Finance",23542.1,22126.0,24025.0,,,1899.0
2017,Facilities Infrastructure and Operations,77680.0,74278.0,70960.0,,,3318.0
2017,Acquisition Management,20910.2,22461.0,24468.0,,,2007.0
2017,Human Resources Management,7683.0,6345.0,8020.0,,,1675.0
2017,Financial Assistance Grants / IAG Management,2778.5,2895.0,3135.0,,,240.0
2017,"Subtotal, Operations and Administration",132593.8,128105.0,130608.0,,,2503.0
2017,Research: Sustainable Communities,,,,,,
2017,Research: Sustainable and Healthy Communities,14611.0,14032.0,11463.0,,,2569.0
2017,Research:  Chemical Safety and Sustainability,,,,,,
2017,Human Health Risk Assessment,2618.7,2843.0,2824.0,,,19.0
2017,Superfund Cleanup,,,,,,
2017,Superfund:  Emergency Response and Removal,191026.5,181306.0,185233.0,,,3927.0
2017,Superfund:  EPA Emergency Preparedness,8248.3,7636.0,7931.0,,,295.0
2017,Superfund:  Federal Facilities,23212.2,21125.0,26770.0,,,5645.0
2017,Superfund:  Remedial,560891.9,501000.0,521043.0,,,20043.0
2017,,,,,,82828282828282.0,
2017,,,,,,,
2017,,,,,,,
2017,,,,,,,
2017,"Subtotal, Superfund Cleanup",711067.0,740977.0,29910.0,,783378.9,
2017,"Total, Hazardous Substance Superfund",1094169.0,1128989.0,34820.0,,1175644.6,
2017,Leaking Underground Storage Tanks,,,,,,
2017,Enforcement,,,,,,
2017,Civil Enforcement,620.0,668.0,48.0,,588.1,
2017,Operations and Administration,,,,,,
2017,"Central Planning, Budgeting, and Finance",424.0,430.0,6.0,,404.5,
2017,Facilities Infrastructure and Operations,783.0,1101.0,318.0,,757.9,
2017,Acquisition Management,145.0,138.0,7.0,,160.8,
2017,"Subtotal, Operations and Administration",1352.0,1669.0,317.0,,1323.2,
2017,Underground Storage Tanks (LUST / UST),,,,,,
2017,LUST / UST,9240.0,9322.0,82.0,,9608.4,
2017,LUST Cooperative Agreements,55040.0,54402.0,638.0,,55573.9,
2017,LUST Prevention,25369.0,27859.0,2490.0,,25369.8,
2017,"Subtotal, Underground Storage Tanks (LUST / UST)",89649.0,91583.0,1934.0,,90552.1,
2017,Research: Sustainable Communities,,,,,,
2017,Research: Sustainable and Healthy Communities,320.0,365.0,45.0,,284.5,
2017,"Total, Leaking Underground Storage Tanks",91941.0,94285.0,2344.0,,92747.9,
2017,Inland Oil Spill Programs,,,,,,
2017,Compliance,,,,,,
2017,Compliance Monitoring,139.0,160.0,21.0,,136.3,
2017,Enforcement,,,,,,
2017,Civil Enforcement,2413.0,2492.0,79.0,,2438.4,
2017,Oil,,,,,,
2017,"Oil Spill: Prevention, Preparedness and Response",14409.0,20461.0,6052.0,,14500.7,
2017,Operations and Administration,,,,,,
2017,Facilities Infrastructure and Operations,584.0,1763.0,1179.0,,498.0,
2017,Research: Sustainable Communities,,,,,,
2017,Research: Sustainable and Healthy Communities,664.0,534.0,130.0,,696.4,
2017,"Total, Inland Oil Spill Programs",18209.0,25410.0,7201.0,,18269.8,
2017,,,,,,83838383838383.0,
2017,State and Tribal Assistance Grants,,,,,,
2017,State and Tribal Assistance Grants (STAG),,,,,,
2017,Infrastructure Assistance:  Alaska Native Villages,20000.0,17000.0,3000.0,,9821.9,
2017,Brownfields Projects,80000.0,90000.0,10000.0,,88086.1,
2017,Infrastructure Assistance:  Clean Water SRF,1393887.0,979500.0,414387.0,,1438247.3,
2017,Infrastructure Assistance:  Drinking Water SRF,863233.0,1020500.0,157267.0,,907052.9,
2017,Infrastructure Assistance:  Mexico Border,10000.0,5000.0,5000.0,,7232.1,
2017,Diesel Emissions Reduction Grant Program,50000.0,10000.0,40000.0,,36139.1,
2017,Targeted Airshed Grants,20000.0,0.0,20000.0,,0.0,
2017,"Subtotal, State and Tribal Assistance Grants (STAG)",2437120.0,2122000.0,315120.0,,2486579.4,
2017,Categorical Grants,,,,,,
2017,Categorical Grant:  Nonpoint Source (Sec. 319),164915.0,164915.0,0.0,,165685.9,
2017,Categorical Grant:  Public Water System Supervision,,,,,,
2017,(PWSS),101963.0,109700.0,7737.0,,102021.2,
2017,Categorical Grant:  State and Local Air Quality,,,,,,
2017,Management,228219.0,268229.0,40010.0,,231120.5,
2017,Categorical Grant:  Radon,8051.0,0.0,8051.0,,8266.7,
2017,Categorical Grant:  Pollution Control (Sec. 106),,,,,,
2017,Monitoring Grants,17848.0,18500.0,652.0,,16867.3,
2017,Categorical Grant:  Pollution Control (Sec.,,,,,,
2017,106) (other activities),212958.0,227664.0,14706.0,,212663.2,
2017,"Subtotal, Categorical Grant:  Pollution Control (Sec.",,,,,,
2017,106),230806.0,246164.0,15358.0,,229530.5,
2017,Categorical Grant:  Wetlands Program Development,14661.0,17661.0,3000.0,,16713.2,
2017,Categorical Grant:  Underground Injection Control,,,,,,
2017,(UIC),10506.0,10506.0,0.0,,11130.5,
2017,Categorical Grant:  Pesticides Program Implementation,12701.0,13201.0,500.0,,12747.8,
2017,Categorical Grant:  Lead,14049.0,14049.0,0.0,,14184.9,
2017,Categorical Grant:  Hazardous Waste Financial,,,,,,
2017,Assistance,99693.0,99693.0,0.0,,101311.3,
2017,Categorical Grant:  Pesticides Enforcement,18050.0,18050.0,0.0,,18012.7,
2017,Categorical Grant:  Pollution Prevention,4765.0,4765.0,0.0,,4471.0,
2017,Categorical Grant:  Toxics Substances Compliance,4919.0,4919.0,0.0,,4817.4,
2017,Categorical Grant:  Tribal General Assistance Program,65476.0,96375.0,30899.0,,66416.6,
2017,Categorical Grant:  Underground Storage Tanks,1498.0,2498.0,1000.0,,1494.0,
2017,Categorical Grant:  Tribal Air Quality Management,12829.0,12829.0,0.0,,13610.5,
2017,Categorical Grant:  Environmental Information,9646.0,25346.0,15700.0,,12170.9,
